Unix_Timestamp,Action_Label,emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1776200275.938001,start_relax,3,-1,-2,-4,0,-1,-7,-1,0.6712646484375,-0.37371826171875,-0.03631591796875,0.6390380859375,-0.42431640625,-0.53955078125,0.71728515625,6.625,1.0,-2.5625
1776200275.938001,start_relax,2,-9,-1,-3,0,10,16,0,0.6712646484375,-0.37371826171875,-0.03631591796875,0.6390380859375,-0.42431640625,-0.53955078125,0.71728515625,6.625,1.0,-2.5625
1776200275.94603,start_relax,-13,-2,-2,1,0,-11,-19,4,0.67193603515625,-0.373046875,-0.03564453125,0.6387939453125,-0.416015625,-0.52685546875,0.716796875,5.3125,1.25,-2.1875
1776200275.94603,start_relax,-15,-1,-2,0,-2,1,-1,-1,0.67193603515625,-0.373046875,-0.03564453125,0.6387939453125,-0.416015625,-0.52685546875,0.716796875,5.3125,1.25,-2.1875
1776200275.961601,start_relax,7,2,-5,-1,-1,-3,-8,-4,0.67236328125,-0.37249755859375,-0.03497314453125,0.638671875,-0.42138671875,-0.52392578125,0.716796875,4.5,1.3125,-0.9375
1776200275.961601,start_relax,-3,-2,-1,2,-2,11,14,-1,0.67236328125,-0.37249755859375,-0.03497314453125,0.638671875,-0.42138671875,-0.52392578125,0.716796875,4.5,1.3125,-0.9375
1776200275.968073,start_relax,1,-1,-1,-1,-6,0,0,-5,0.67236328125,-0.37249755859375,-0.03497314453125,0.638671875,-0.42138671875,-0.52392578125,0.716796875,4.5,1.3125,-0.9375
1776200275.968073,start_relax,-2,1,-1,-4,-4,-4,1,-1,0.67236328125,-0.37249755859375,-0.03497314453125,0.638671875,-0.42138671875,-0.52392578125,0.716796875,4.5,1.3125,-0.9375
1776200275.975421,start_relax,-6,-5,0,-1,-1,4,0,1,0.67236328125,-0.37249755859375,-0.03497314453125,0.638671875,-0.42138671875,-0.52392578125,0.716796875,4.5,1.3125,-0.9375
1776200275.975421,start_relax,-3,-4,1,1,-1,-3,-5,-1,0.67236328125,-0.37249755859375,-0.03497314453125,0.638671875,-0.42138671875,-0.52392578125,0.716796875,4.5,1.3125,-0.9375
1776200275.990341,start_relax,13,6,-1,-1,1,2,5,1,0.67254638671875,-0.372314453125,-0.0345458984375,0.63861083984375,-0.4248046875,-0.521484375,0.7138671875,1.75,0.875,-0.875
1776200275.990341,start_relax,-1,-1,-2,-3,-1,-3,-5,0,0.67254638671875,-0.372314453125,-0.0345458984375,0.63861083984375,-0.4248046875,-0.521484375,0.7138671875,1.75,0.875,-0.875
1776200275.997986,start_relax,2,-2,-1,-1,0,0,-1,0,0.67254638671875,-0.372314453125,-0.0345458984375,0.63861083984375,-0.4248046875,-0.521484375,0.7138671875,1.75,0.875,-0.875
1776200275.997986,start_relax,-3,0,-2,-4,-4,0,-5,-4,0.67254638671875,-0.372314453125,-0.0345458984375,0.63861083984375,-0.4248046875,-0.521484375,0.7138671875,1.75,0.875,-0.875
1776200276.006302,start_relax,-3,-1,-2,0,-3,-3,-3,-2,0.67254638671875,-0.37225341796875,-0.0345458984375,0.63861083984375,-0.4189453125,-0.5322265625,0.712890625,0.9375,0.625,-0.875
1776200276.006302,start_relax,2,2,-1,-1,0,-1,0,-2,0.67254638671875,-0.37225341796875,-0.0345458984375,0.63861083984375,-0.4189453125,-0.5322265625,0.712890625,0.9375,0.625,-0.875
1776200276.020206,start_relax,-5,-4,-2,1,-2,-2,3,2,0.67254638671875,-0.37225341796875,-0.0345458984375,0.63861083984375,-0.4189453125,-0.5322265625,0.712890625,0.9375,0.625,-0.875
1776200276.020206,start_relax,0,-1,-1,2,1,2,-5,0,0.67254638671875,-0.37225341796875,-0.0345458984375,0.63861083984375,-0.4189453125,-0.5322265625,0.712890625,0.9375,0.625,-0.875
1776200276.028733,start_relax,-1,-2,-1,0,4,-3,-7,-1,0.67291259765625,-0.37200927734375,-0.034423828125,0.63836669921875,-0.4169921875,-0.54736328125,0.71435546875,2.5,0.4375,-1.5625
1776200276.028733,start_relax,-3,1,1,0,-4,-2,1,-1,0.67291259765625,-0.37200927734375,-0.034423828125,0.63836669921875,-0.4169921875,-0.54736328125,0.71435546875,2.5,0.4375,-1.5625
1776200276.03581,start_relax,1,0,-1,1,-1,-3,-4,-5,0.67291259765625,-0.37200927734375,-0.034423828125,0.63836669921875,-0.4169921875,-0.54736328125,0.71435546875,2.5,0.4375,-1.5625
1776200276.03581,start_relax,2,0,-1,0,2,2,13,9,0.67291259765625,-0.37200927734375,-0.034423828125,0.63836669921875,-0.4169921875,-0.54736328125,0.71435546875,2.5,0.4375,-1.5625
1776200276.050234,start_relax,-1,-1,1,1,-1,3,6,2,0.6734619140625,-0.37152099609375,-0.03399658203125,0.63812255859375,-0.419921875,-0.53955078125,0.7119140625,4.5625,0.75,-2.0625
1776200276.050234,start_relax,-1,-4,0,-2,0,4,-5,-2,0.6734619140625,-0.37152099609375,-0.03399658203125,0.63812255859375,-0.419921875,-0.53955078125,0.7119140625,4.5625,0.75,-2.0625
1776200276.061,start_relax,1,0,-3,-1,-4,-3,-1,2,0.6734619140625,-0.37152099609375,-0.03399658203125,0.63812255859375,-0.419921875,-0.53955078125,0.7119140625,4.5625,0.75,-2.0625
1776200276.061,start_relax,-3,2,-3,-3,-1,0,-4,-1,0.6734619140625,-0.37152099609375,-0.03399658203125,0.63812255859375,-0.419921875,-0.53955078125,0.7119140625,4.5625,0.75,-2.0625
1776200276.066785,start_relax,-3,-1,-3,1,-2,-1,-2,0,0.674072265625,-0.3709716796875,-0.033447265625,0.63787841796875,-0.41845703125,-0.533203125,0.70947265625,5.5625,0.8125,-1.75
1776200276.066785,start_relax,5,1,1,0,-4,0,-4,-2,0.674072265625,-0.3709716796875,-0.033447265625,0.63787841796875,-0.41845703125,-0.533203125,0.70947265625,5.5625,0.8125,-1.75
1776200276.080318,start_relax,-1,-1,-1,0,-3,2,-1,-1,0.674072265625,-0.3709716796875,-0.033447265625,0.63787841796875,-0.41845703125,-0.533203125,0.70947265625,5.5625,0.8125,-1.75
1776200276.080318,start_relax,1,-1,0,-1,0,0,-3,-2,0.674072265625,-0.3709716796875,-0.033447265625,0.63787841796875,-0.41845703125,-0.533203125,0.70947265625,5.5625,0.8125,-1.75
1776200276.088028,start_relax,2,3,2,1,2,-1,-4,5,0.67449951171875,-0.37042236328125,-0.03289794921875,0.63775634765625,-0.4248046875,-0.525390625,0.720703125,4.25,0.5625,-1.5625
1776200276.088028,start_relax,-17,-5,-3,-2,-1,3,9,-3,0.67449951171875,-0.37042236328125,-0.03289794921875,0.63775634765625,-0.4248046875,-0.525390625,0.720703125,4.25,0.5625,-1.5625
1776200276.095486,start_relax,2,12,2,-2,6,6,3,-1,0.67449951171875,-0.37042236328125,-0.03289794921875,0.63775634765625,-0.4248046875,-0.525390625,0.720703125,4.25,0.5625,-1.5625
1776200276.095486,start_relax,-3,-3,-4,-7,-2,-3,-6,-2,0.67449951171875,-0.37042236328125,-0.03289794921875,0.63775634765625,-0.4248046875,-0.525390625,0.720703125,4.25,0.5625,-1.5625
1776200276.110563,start_relax,-1,-3,-2,0,0,-2,-6,-3,0.6748046875,-0.3701171875,-0.032470703125,0.63763427734375,-0.419921875,-0.51806640625,0.70361328125,2.75,0.5,-1.25
1776200276.110563,start_relax,0,-5,-1,-1,-1,1,-1,0,0.6748046875,-0.3701171875,-0.032470703125,0.63763427734375,-0.419921875,-0.51806640625,0.70361328125,2.75,0.5,-1.25
1776200276.118209,start_relax,-1,-2,-1,0,-1,-2,-1,4,0.6748046875,-0.3701171875,-0.032470703125,0.63763427734375,-0.419921875,-0.51806640625,0.70361328125,2.75,0.5,-1.25
1776200276.118209,start_relax,-1,-1,-3,-1,-1,-3,-2,1,0.6748046875,-0.3701171875,-0.032470703125,0.63763427734375,-0.419921875,-0.51806640625,0.70361328125,2.75,0.5,-1.25
1776200276.133544,start_relax,-1,-2,0,0,0,1,-8,2,0.6748046875,-0.37005615234375,-0.032470703125,0.63763427734375,-0.421875,-0.52294921875,0.7197265625,0.625,0.125,-0.9375
1776200276.133544,start_relax,-7,-1,-1,-3,-2,-3,21,-3,0.6748046875,-0.37005615234375,-0.032470703125,0.63763427734375,-0.421875,-0.52294921875,0.7197265625,0.625,0.125,-0.9375
1776200276.140219,start_relax,10,5,5,0,0,4,9,5,0.6748046875,-0.37005615234375,-0.032470703125,0.63763427734375,-0.421875,-0.52294921875,0.7197265625,0.625,0.125,-0.9375
1776200276.140219,start_relax,-3,0,2,2,0,5,25,9,0.6748046875,-0.37005615234375,-0.032470703125,0.63763427734375,-0.421875,-0.52294921875,0.7197265625,0.625,0.125,-0.9375
1776200276.148068,start_relax,-16,-4,0,1,1,6,-13,1,0.6749267578125,-0.3699951171875,-0.03240966796875,0.63751220703125,-0.42236328125,-0.5263671875,0.72021484375,0.125,0.375,-1.0625
1776200276.148068,start_relax,-5,0,-3,-3,-3,-4,-4,-4,0.6749267578125,-0.3699951171875,-0.03240966796875,0.63751220703125,-0.42236328125,-0.5263671875,0.72021484375,0.125,0.375,-1.0625
1776200276.155457,start_relax,3,0,0,0,-1,1,-4,-2,0.6749267578125,-0.3699951171875,-0.03240966796875,0.63751220703125,-0.42236328125,-0.5263671875,0.72021484375,0.125,0.375,-1.0625
1776200276.155457,start_relax,2,-2,0,-2,-3,1,4,-2,0.6749267578125,-0.3699951171875,-0.03240966796875,0.63751220703125,-0.42236328125,-0.5263671875,0.72021484375,0.125,0.375,-1.0625
1776200276.170533,start_relax,1,2,1,0,2,-2,0,-1,0.67498779296875,-0.3699951171875,-0.03240966796875,0.63751220703125,-0.42431640625,-0.53857421875,0.73095703125,-0.625,0.75,-0.9375
1776200276.170533,start_relax,-3,-1,-4,-1,-3,0,-1,1,0.67498779296875,-0.3699951171875,-0.03240966796875,0.63751220703125,-0.42431640625,-0.53857421875,0.73095703125,-0.625,0.75,-0.9375
